org_account_id,transaction_type,transction_date,amount,,,
2036,CHARGE,5/23/19,10416.1,,,
2036,CHARGE,5/24/19,4773.77,,,
2036,CHARGE,5/25/19,3008.81,,,
2036,CHARGE,5/26/19,2768.63,,,
2036,CHARGE,5/27/19,6966.04,,,
2036,CHARGE,5/28/19,10838.99,,,
2036,CHARGE,5/29/19,9662.9,,,
2036,CHARGE,5/30/19,8520.58,,,
2036,CHARGE,5/31/19,7134.52,,,
2036,CHARGE,6/1/19,2849.88,,,
2036,CHARGE,6/2/19,3427.68,,,
2036,CHARGE,6/3/19,8780.76,,,
2036,CHARGE,6/4/19,3578.21,,,
2036,CHARGE,6/5/19,2716.33,,,
2036,CHARGE,6/6/19,3853.75,,,
2036,CHARGE,6/7/19,3775.61,,,
2036,CHARGE,6/8/19,983.5,,,
2036,CHARGE,6/9/19,1986.09,,,
2036,CHARGE,6/10/19,4702.73,,,
2036,CHARGE,6/11/19,3834.75,,,
2036,CHARGE,6/12/19,3981.47,,,
2036,CHARGE,6/13/19,1367.36,,,
2036,CHARGE,6/14/19,4714.71,,,
2036,CHARGE,6/15/19,762.06,,,
2036,CHARGE,6/16/19,1004.34,,,
2036,CHARGE,6/17/19,1789.93,,,
2036,CHARGE,6/18/19,1826.06,,,
2036,CHARGE,6/19/19,750.05,,,
2036,CHARGE,6/20/19,563.84,,,
2036,CHARGE,6/21/19,567.45,,,
2036,CHARGE,6/22/19,46.37,,,
2036,CHARGE,6/23/19,438.64,,,
2036,CHARGE,6/24/19,769.53,,,
2036,CREDIT,6/25/19,1115,,,
2036,CHARGE,6/26/19,5,,,
2036,CHARGE,6/27/19,1911.67,,,
2036,CHARGE,6/28/19,805.38,,,
2036,CHARGE,6/29/19,810.5,,,
2036,CHARGE,6/30/19,130,,,
2036,CHARGE,7/1/19,419.13,,,
2036,CHARGE,7/2/19,262.73,,,
2036,CHARGE,7/3/19,99.5,,,
2036,CHARGE,7/4/19,171.67,,,
2036,CHARGE,7/5/19,45,,,
2036,CHARGE,7/6/19,45,,,
2036,CHARGE,7/7/19,1185,,,
2036,CHARGE,7/8/19,1990.92,,,
2036,CHARGE,7/9/19,745.34,,,
2036,CHARGE,7/10/19,2333.32,,,
2036,CHARGE,7/11/19,320,,,
2036,CHARGE,7/12/19,626.11,,,
2036,CHARGE,7/13/19,175.36,,,
2036,CHARGE,7/14/19,72.86,,,
2036,CHARGE,7/15/19,177.73,,,
2036,CHARGE,7/16/19,278.09,,,
2036,CHARGE,7/17/19,90,,,
2036,PARTIAL_CREDIT,7/18/19,270.36,,,
2036,CHARGE,7/19/19,85,,,
2036,PARTIAL_CREDIT,7/21/19,452.32,,,
2036,CHARGE,7/22/19,527.13,,,
2036,CHARGE,7/23/19,1564.96,,,
2036,CHARGE,7/24/19,1037.72,,,
2036,CHARGE,7/25/19,289,,,
2036,CHARGE,7/26/19,659.18,,,
2036,CHARGE,7/28/19,355.82,,,
2036,CHARGE,7/29/19,2195.04,,,
2036,CHARGE,7/30/19,510.26,,,
2036,CHARGE,7/31/19,4020.82,,,
2036,CHARGE,8/1/19,5795.53,,,
2036,CHARGE,8/2/19,11198.49,,,
2036,CHARGE,8/3/19,811.84,,,
2036,CHARGE,8/4/19,858.2,,,
2036,CHARGE,8/5/19,107124.67,,,
2036,CHARGE,8/6/19,39242.89,,,
2036,CHARGE,8/7/19,29521.94,,,
2036,CHARGE,8/8/19,14232.51,,,
2036,CHARGE,8/9/19,10269.61,,,
2036,CHARGE,8/10/19,4871.6,,,
2036,CHARGE,8/11/19,6980.19,,,
2036,CHARGE,8/12/19,13365.67,,,
2036,CHARGE,8/13/19,15674.96,,,
2036,CHARGE,8/14/19,8560.91,,,
2036,CHARGE,8/15/19,10836.09,,,
2036,CHARGE,8/16/19,7431.31,,,
2036,CHARGE,8/17/19,5799.01,,,
2036,CHARGE,8/18/19,7278.19,,,
2036,CHARGE,8/19/19,14597.25,,,
2036,CHARGE,8/20/19,12678.54,,,
2036,CHARGE,8/21/19,12564.54,,,
2036,CHARGE,8/22/19,9962.66,,,
2036,CHARGE,8/23/19,6881.16,,,
2036,CHARGE,8/24/19,5295.03,,,
2036,CHARGE,8/25/19,5141.56,,,
2036,CHARGE,8/26/19,14736.15,,,
2036,CHARGE,8/27/19,14097.8,,,
2036,CHARGE,8/28/19,10844.71,,,
2036,CHARGE,8/29/19,7638.09,,,
2036,CHARGE,8/30/19,8824.28,,,
2036,CHARGE,8/31/19,2498.58,,,
2036,CHARGE,9/1/19,2985.89,,,
2036,CHARGE,9/2/19,6992.43,,,
2036,CHARGE,9/3/19,13915.15,,,
2036,CHARGE,9/4/19,11169.75,,,
2036,CHARGE,9/5/19,7294.36,,,
2036,CHARGE,9/6/19,6113.72,,,
2036,CHARGE,9/7/19,2050.07,,,
2036,CHARGE,9/8/19,2172.12,,,
2036,CHARGE,9/9/19,6413.14,,,
2036,CHARGE,9/10/19,3913.46,,,
2036,CHARGE,9/11/19,3351.79,,,
2036,CHARGE,9/12/19,1954.91,,,
2036,CHARGE,9/13/19,914.92,,,
2036,CHARGE,9/14/19,652.91,,,
2036,CHARGE,9/15/19,929.65,,,
2036,PARTIAL_CREDIT,9/16/19,1557.66,,,
2036,CHARGE,9/17/19,1067.74,,,
2036,CHARGE,9/18/19,504,,,
2036,CHARGE,9/19/19,614.36,,,
2036,CHARGE,9/20/19,348.25,,,
2036,CHARGE,9/21/19,530.08,,,
2036,CHARGE,9/22/19,165,,,
2036,CHARGE,9/23/19,407.23,,,
2036,CHARGE,9/24/19,501.24,,,
2036,PARTIAL_CREDIT,9/25/19,495.72,,,
2036,CHARGE,9/26/19,1784.31,,,
2036,CHARGE,9/27/19,449.73,,,
2036,CHARGE,9/28/19,348.85,,,
2036,CHARGE,9/29/19,100,,,
2036,CHARGE,9/30/19,814.73,,,
2036,CHARGE,10/1/19,300.76,,,
2036,CREDIT,10/2/19,520.08,,,
2036,CHARGE,10/3/19,410.82,,,
2036,PARTIAL_CREDIT,10/4/19,759.73,,,
2036,CHARGE,10/6/19,170.36,,,
2381,CHARGE,10/5/18,26521.6,,,
2381,CHARGE,10/6/18,18944,,,
2381,CHARGE,10/7/18,7577.6,,,
2381,CHARGE,10/8/18,18944,,,
2381,CHARGE,10/9/18,22732.8,,,
2381,CHARGE,10/10/18,3788.8,,,
2381,CHARGE,10/11/18,3788.8,,,
2381,CHARGE,10/12/18,9472,,,
2381,CHARGE,10/16/18,11366.4,,,
2381,CHARGE,10/17/18,3788.8,,,
2381,CHARGE,10/19/18,11366.4,,,
2381,CHARGE,10/20/18,4262.4,,,
2381,CHARGE,10/22/18,17049.6,,,
2381,CHARGE,10/23/18,34572.8,,,
2381,CHARGE,10/24/18,4262.4,,,
2381,CHARGE,10/26/18,22732.8,,,
2381,CHARGE,10/28/18,8524.8,,,
2381,CHARGE,10/29/18,42624,,,
2381,CHARGE,10/30/18,7577.6,,,
2381,CHARGE,10/31/18,11366.4,,,
2381,CHARGE,11/1/18,7577.6,,,
2381,CHARGE,11/2/18,4262.4,,,
2381,CHARGE,11/3/18,4262.4,,,
2381,CHARGE,11/4/18,3788.8,,,
2381,CREDIT,11/5/18,11366.4,,,
2381,CHARGE,11/6/18,3788.8,,,
2381,CHARGE,11/8/18,4262.4,,,
2381,CREDIT,11/9/18,7577.6,,,
2381,CHARGE,12/10/18,1894.4,,,
2381,CHARGE,12/20/18,27232,,,
2381,CHARGE,12/21/18,21075.2,,,
2381,CHARGE,12/26/18,4736,,,
2381,CHARGE,12/27/18,10892.8,,,
2381,CHARGE,12/28/18,16339.2,,,
2381,CHARGE,12/29/18,5446.4,,,
2381,CHARGE,12/30/18,43571.2,,,
2381,CHARGE,1/1/19,5446.4,,,
2381,CHARGE,1/2/19,63936,,,
2381,CHARGE,1/3/19,16339.2,,,
2381,CHARGE,1/4/19,26521.6,,,
2381,CHARGE,1/5/19,27232,,,
2381,CHARGE,1/6/19,58489.6,,,
2381,CHARGE,1/7/19,38124.8,,,
2381,CHARGE,1/8/19,25574.4,,,
2381,CHARGE,1/9/19,5446.4,,,
2381,CHARGE,1/11/19,5446.4,,,
2381,CHARGE,1/13/19,5446.4,,,
2381,CHARGE,1/14/19,10892.8,,,
2381,CHARGE,1/15/19,27232,,,
2381,CHARGE,1/16/19,3788.8,,,
2381,PARTIAL_CREDIT,1/17/19,13734.4,,,
2381,CHARGE,1/18/19,3552,,,
2381,PARTIAL_CREDIT,1/21/19,710.4,,,
2381,CHARGE,1/28/19,3552,,,
2381,CHARGE,2/1/19,3552,,,
2381,CHARGE,2/2/19,1184,,,
2381,CHARGE,2/3/19,1184,,,
2381,CHARGE,2/4/19,1184,,,
2381,CHARGE,2/7/19,5920,,,
2381,CHARGE,2/8/19,1184,,,
2381,CREDIT,2/14/19,23443.2,,,
2381,PARTIAL_CREDIT,2/15/19,710.4,,,
2381,CHARGE,2/26/19,3078.4,,,
3938,CHARGE,10/1/18,3275,,,
3938,CHARGE,10/2/18,400,,,
3938,CHARGE,10/4/18,375,,,
3938,CHARGE,10/5/18,640,,,
3938,CHARGE,10/6/18,1500,,,
3938,CHARGE,10/7/18,1250,,,
3938,CHARGE,10/8/18,1400,,,
3938,CHARGE,10/9/18,2210,,,
3938,CHARGE,10/10/18,1892,,,
3938,CHARGE,10/11/18,1650,,,
3938,CHARGE,10/12/18,370,,,
3938,CHARGE,10/14/18,1550,,,
3938,CHARGE,10/15/18,315,,,
3938,CHARGE,10/17/18,850,,,
3938,CHARGE,10/19/18,100,,,
3938,CHARGE,10/20/18,725,,,
3938,CHARGE,10/21/18,2300,,,
3938,CHARGE,10/23/18,500,,,
3938,CHARGE,10/24/18,9870,,,
3938,CHARGE,10/25/18,5885,,,
3938,CHARGE,10/26/18,4233.75,,,
3938,CHARGE,10/27/18,2035,,,
3938,CHARGE,10/28/18,4500,,,
3938,CHARGE,10/29/18,4400,,,
3938,CHARGE,10/30/18,3400,,,
3938,CHARGE,10/31/18,4450,,,
3938,CHARGE,11/1/18,3535,,,
3938,CHARGE,11/2/18,4500,,,
3938,CHARGE,11/3/18,7617,,,
3938,CHARGE,11/4/18,2731,,,
3938,CHARGE,11/5/18,5900,,,
3938,CHARGE,11/6/18,6200,,,
3938,CHARGE,11/7/18,6575,,,
3938,CHARGE,11/8/18,2350,,,
3938,CHARGE,11/9/18,913.75,,,
3938,CHARGE,11/10/18,770,,,
3938,CHARGE,11/11/18,1660,,,
3938,CHARGE,11/12/18,2475,,,
3938,CHARGE,11/13/18,3200,,,
3938,CHARGE,11/15/18,4495,,,
3938,CHARGE,11/16/18,645,,,
3938,CHARGE,11/18/18,1200,,,
3938,CHARGE,11/19/18,520,,,
3938,CHARGE,11/20/18,2845,,,
3938,CHARGE,11/21/18,240,,,
3938,CHARGE,11/22/18,480,,,
3938,CHARGE,11/23/18,513.75,,,
3938,CHARGE,11/25/18,1510,,,
3938,CHARGE,11/26/18,2935,,,
3938,CHARGE,11/27/18,4115,,,
3938,CHARGE,11/28/18,7410,,,
3938,CHARGE,11/29/18,17525,,,
3938,CHARGE,11/30/18,6080,,,
3938,CHARGE,12/1/18,5510,,,
3938,CHARGE,12/2/18,5285,,,
3938,CHARGE,12/3/18,605653.5,,,
3938,CHARGE,12/4/18,23759.5,,,
3938,CHARGE,12/5/18,11546.25,,,
3938,CHARGE,12/6/18,12210,,,
3938,CHARGE,12/7/18,11860,,,
3938,CHARGE,12/8/18,2320,,,
3938,CHARGE,12/9/18,2780,,,
3938,CHARGE,12/10/18,2330,,,
3938,CHARGE,12/11/18,1760,,,
3938,CHARGE,12/12/18,400,,,
3938,CHARGE,12/13/18,200,,,
3938,CHARGE,12/14/18,400,,,
3938,CHARGE,12/15/18,1810,,,
3938,CHARGE,12/16/18,760,,,
3938,CHARGE,12/17/18,810,,,
3938,CREDIT,12/19/18,1540,,,
3938,CHARGE,12/20/18,2750,,,
3938,CHARGE,12/21/18,745,,,
3938,CHARGE,12/22/18,1050,,,
3938,CHARGE,12/23/18,60,,,
3938,CHARGE,12/26/18,350,,,
3938,CHARGE,12/27/18,1080,,,
3938,CHARGE,12/28/18,3325,,,
3938,PARTIAL_CREDIT,12/29/18,1165,,,
3938,CHARGE,12/30/18,988,,,
3938,CHARGE,12/31/18,60,,,
3938,CHARGE,1/1/19,1475,,,
3938,CHARGE,1/2/19,1135,,,
3938,CHARGE,1/3/19,970,,,
3938,CHARGE,1/4/19,6317.75,,,
3938,CHARGE,1/5/19,2304,,,
3938,CHARGE,1/6/19,2136,,,
3938,CHARGE,1/7/19,5786,,,
3938,CHARGE,1/8/19,2716,,,
3938,CHARGE,1/9/19,2409,,,
3938,CHARGE,1/10/19,880,,,
3938,CHARGE,1/11/19,12080,,,
3938,CHARGE,1/12/19,3020,,,
3938,CHARGE,1/13/19,7634,,,
3938,CHARGE,1/14/19,3463,,,
3938,CHARGE,1/15/19,2722,,,
3938,CHARGE,1/16/19,5343,,,
3938,CHARGE,1/17/19,860,,,
3938,CHARGE,1/18/19,1602.75,,,
3938,CHARGE,1/19/19,320,,,
3938,CHARGE,1/20/19,1450,,,
3938,CHARGE,1/21/19,470,,,
3938,CHARGE,1/22/19,458,,,
3938,CHARGE,1/24/19,970,,,
3938,CHARGE,1/25/19,1861,,,
3938,CHARGE,1/26/19,340,,,
3938,CHARGE,1/27/19,400,,,
3938,CHARGE,1/28/19,16504,,,
3938,CHARGE,1/29/19,750,,,
3938,PARTIAL_CREDIT,1/30/19,2140,,,
3938,CHARGE,1/31/19,7616,,,
3938,CHARGE,2/1/19,597185.75,,,
3938,CHARGE,2/2/19,8345,,,
3938,CHARGE,2/3/19,8205,,,
3938,CHARGE,2/4/19,11064,,,
3938,CHARGE,2/5/19,12105,,,
3938,CHARGE,2/6/19,2772,,,
3938,CHARGE,2/7/19,3475,,,
3938,CHARGE,2/8/19,6620,,,
3938,CHARGE,2/9/19,80,,,
3938,CHARGE,2/10/19,3055,,,
